,title,authors,average_rating,language_code
1019,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.8,eng
1020,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,4.03,eng
1021,The Wedding (The Notebook  #2),Nicholas Sparks,3.99,eng
1022,El Guardián,Nicholas Sparks/Ramón González Férriz,4.15,spa
1023,Nights in Rodanthe,Nicholas Sparks,3.84,eng
1024,Message in a Bottle,Nicholas Sparks,3.96,eng
1025,A Walk to Remember,Nicholas Sparks,4.17,eng
1026,Icy Sparks,Gwyn Hyman Rubio,3.7,eng
1027,Message in a Bottle,Nicholas Sparks,3.96,eng
1028,Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,3.98,eng
1029,Special Topics in Calamity Physics,Marisha Pessl,3.71,eng
1030,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.03,eng
1031,On Truth,Harry G. Frankfurt/Baruch Spinoza,3.52,eng
1032,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.15,eng
1033,Sharp Edges,Jayne Ann Krentz,3.86,eng
1034,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.08,eng
1035,The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.85,eng
1036,The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.77,eng
1037,The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.54,eng
1038,The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.43,eng
1039,Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,eng
1040,The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.59,eng
1041,Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,4.09,eng
1042,The Tutor's First Love,George MacDonald/Michael R. Phillips,4.08,eng
1043,First Love,Ivan Turgenev/Constance Garnett,3.78,eng
1044,Love @ First Site,Jane Moore,3.41,eng
1045,First Love  Second Chance,Amanda Clark,3.73,eng
1046,The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,3.5,eng
1047,The Modern Prince and Other Writings,Antonio Gramsci,3.89,eng
1048,Emily of New Moon (Emily  #1),L.M. Montgomery,4.1,eng
1049,The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,4.24,eng
1050,Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst,3.83,eng
1051,Anne of Avonlea,L.M. Montgomery/Susan O'Malley,4.23,eng
1052,A Tangled Web,L.M. Montgomery,3.88,eng
1053,The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,eng
1054,Pat of Silver Bush (Pat  #1),L.M. Montgomery,3.9,eng
1055,Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,4.47,eng
1056,The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger,4.64,eng
1057,The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger,4.53,eng
1058,The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,4.22,eng
1059,Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles,3.96,eng
1060,Sherlock Holmes: The Unauthorized Biography,Nick Rennison,4.26,eng
1061,Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24),NOT A BOOK,4.0,eng
1062,The Mysteries of Sherlock Holmes,Arthur Conan Doyle/Paul Bachem,4.18,eng
1063,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.33,eng
1064,The Unfortunate Tobacconist & Other Mysteries (Sherlock Holmes 1-6),NOT A BOOK,3.5,eng
1065,Personal Finance For Dummies,Eric Tyson,3.77,eng
1066,Personal Finance for Dummies,Eric Tyson/Rich Tennant,3.77,eng
1067,Catching Alice,Clare Naylor,3.38,eng
1068,The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,4.26,eng
1069,The Giver (The Giver  #1),Lois Lowry,4.13,eng
1070,The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass,3.83,eng
1071,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.11,eng
1072,The Last Life,Claire Messud,3.56,eng
1073,The Hunters,Claire Messud,3.42,eng
1074,When the World Was Steady,Claire Messud,3.17,eng
1075,The Sea,John Banville,3.51,eng
1076,The Sea,John Banville,3.51,eng
1077,The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville,3.71,eng
1078,Athena (The Freddie Montgomery Trilogy #3),John Banville,3.66,eng
1079,Doctor Copernicus  (The Revolutions Trilogy #1),John Banville,3.65,eng
1080,Shroud (The Cleave Trilogy #2),John Banville,3.66,eng
1081,Ghosts,John Banville,3.61,eng
1082,On Beauty,Zadie Smith,3.73,eng
1083,A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,3.79,eng
1084,The Black Book of Hollywood Beauty Secrets,Kym Douglas/Cindy Pearlman,3.37,eng
1085,Black Beauty,Anna Sewell,3.96,eng
1086,Truth and Beauty,Ann Patchett,3.94,eng
1087,The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,4.11,eng
1088,Complete Short Stories,Graham Greene/Pico Iyer,4.17,eng
1089,The Power and the Glory,Graham Greene/John Updike,4.0,eng
1090,The Heart of the Matter,Graham Greene,3.99,eng
1091,Orient Express,Graham Greene/Christopher Hitchens,3.46,eng
1092,Journey Without Maps,Graham Greene/Paul Theroux,3.6,eng
1093,The Quiet American,Graham Greene/Robert  Stone,3.97,eng
1094,Collected Short Stories,Graham Greene,3.98,eng
1095,The Third Man & The Fallen Idol,Graham Greene,3.77,eng
1096,The Tenth Man,Graham Greene,3.73,eng
1097,The Autograph Man,Zadie Smith,3.16,eng
1098,White Teeth,Zadie Smith,3.77,eng
1099,Stranger than Fiction,Chuck Palahniuk,3.57,eng
1100,Great Short Works of Herman Melville,Herman Melville/Warner Berthoff,4.04,eng
1101,Selected Poems of Herman Melville,Herman Melville/Robert Penn Warren,3.77,eng
1102,Redburn / White-Jacket / Moby-Dick,Herman Melville/G. Thomas Tanselle,4.2,eng
1103,Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville/Harrison Hayford,4.18,eng
1104,Redburn,Herman Melville/Harold Beaver,3.62,eng
1105,Typee / Omoo / Mardi,Herman Melville/G. Thomas Tanselle,3.55,eng
1106,Harriet Spies Again (Harriet the Spy Adventures  #1),Helen Ericson,3.84,eng
1107,Harriet the Spy  Double Agent (Harriet the Spy Adventures),Maya Gold,3.8,eng
1108,Moonraker (James Bond  #3),Ian Fleming,3.74,eng
1109,Moonraker's Bride,Madeleine Brent,4.31,eng
1110,Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming,3.98,eng
1111,Casino Royale (James Bond  #1),Ian Fleming,3.73,eng
1112,Goldfinger (James Bond  #7),Ian Fleming,3.8,eng
1113,On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,3.96,eng
1114,Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,3.55,eng
1115,Book of Sketches,Jack Kerouac/George Condo,3.8,eng
1116,The Dharma Bums,Jack Kerouac,3.92,eng
1117,Book of Haikus,Jack Kerouac,3.91,eng
1118,The Subterraneans,Jack Kerouac,3.68,eng
1119,Ballet Shoes,Noel Streatfeild,4.07,eng
1120,Theater Shoes (Shoes  #4),Noel Streatfeild/Diane Goode,4.02,eng
1121,Movie Shoes (Shoes  #6),Noel Streatfeild,4.0,eng
1122,Party Shoes (Shoes  #5),Noel Streatfeild,3.64,eng
1123,Thursday's Child (Margaret Thursday  #1),Noel Streatfeild,3.98,eng
1124,Miss Happiness and Miss Flower,Rumer Godden/Gary Blythe,4.27,eng
1125,The River,Rumer Godden,3.95,eng
1126,The Dolls' House,Rumer Godden/Christian Birmingham,4.01,eng
1127,China Court: The Hours of a Country House,Rumer Godden,3.97,eng
1128,Rumer Godden,Anne Chisholm,3.82,eng
1129,The Corrections,Jonathan Franzen,3.79,eng
1130,Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel/Stormie Omartian,3.93,eng
1131,Original Sin (Adam Dalgliesh #9),P.D. James,3.91,eng
1132,Original Sin: Illuminating the Riddle,Henri Blocher,3.68,eng
1133,An Original Sin,Nina Bangs,3.75,eng
1134,Aliens: Original Sin,Michael Jan Friedman,3.71,eng
1135,Death in Holy Orders (Adam Dalgliesh  #11),P.D. James/Christa Seibicke,3.92,eng
1136,The Lighthouse (Adam Dalgliesh #13),P.D. James,3.81,eng
1137,Unnatural Causes (Adam Dalgliesh #3),P.D. James,3.94,eng
1138,Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,3.99,eng
1139,A Mind To Murder (Adam Dalgliesh  #2),P.D. James,3.82,eng
1140,A Taste for Death (Adam Dalgliesh  #7),P.D. James,4.02,eng
1141,Time To Be In Earnest: A Fragment Of Autobiography,P.D. James,3.93,eng
1142,Cover Her Face (Adam Dalgliesh #1),P.D. James,3.93,eng
1143,The Black Tower (Adam Dalgliesh #5),P.D. James,4.0,eng
1144,Innocent Blood,P.D. James,3.68,eng
1145,Don Quixote,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,3.87,eng
1146,Don Quixote,Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría,3.87,eng
1147,Don Quixote,Miguel de Cervantes Saavedra/Walter Starkie,3.87,eng
1148,Don Quixote,Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes,3.87,eng
1149,Lectures on Don Quixote,Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam,3.87,eng
1150,Cliffs Notes on Cervantes' Don Quixote,Marianne Sturman,3.61,eng
1151,Desert Heat (Joanna Brady  #1),J.A. Jance,4.0,eng
1152,Kentucky Heat,Fern Michaels,4.19,eng
1153,Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,3.86,eng
1154,Texas Heat (Texas  #2),Fern Michaels,4.18,eng
1155,Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton,4.13,eng
1156,Heat and Dust,Ruth Prawer Jhabvala,3.55,eng
1157,Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,eng
1158,Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,Joel Salatin/Michael Pollan,4.01,eng
1159,The History of Love,Nicole Krauss,3.92,eng
1160,A Brief History of Time,Stephen Hawking,4.17,eng
1161,A Short History of Nearly Everything,Bill Bryson,4.21,eng
1162,The Politically Incorrect Guide to American History,Thomas E. Woods Jr.,4.03,eng
1163,A History of the World in 6 Glasses,Tom Standage,3.76,eng
1164,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,3.87,eng
1165,The Sun Also Rises,Ernest Hemingway/William Hurt,3.82,eng
1166,The Bon Appetit Cookbook,Barbara Fairchild,4.07,eng
1167,The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,4.15,eng
1168,Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson,3.51,eng
1169,Sylvia,Leonard Michaels/Diane Johnson,3.86,eng
1170,The Life Of Dashiell Hammett,Diane Johnson,3.73,eng
1171,Divorcio a la Francesa: Le Divorce,Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre,2.88,spa
1172,London is the Best City in America,Laura Dave,3.45,eng
1173,Hyperion (Los Cantos de Hyperion  #1),Dan Simmons/Carlos Alberto Gardini,4.24,spa
1174,The Fall of Hyperion (Hyperion Cantos  #2),Dan Simmons,4.2,eng
1175,Supreme Power: Hyperion,J. Michael Straczynski/Dan Jurgens,3.45,eng
1176,Die Hyperion-Gesänge,Dan Simmons/Joachim Körber,4.42,ger
1177,La Chute d'Hypérion II,Dan Simmons/Guy Abadia,4.2,fre
1178,Endymion,Dan Simmons/Guy Abadia,4.17,fre
1179,Olympos (Ilium  #2),Dan Simmons,3.94,eng
1180,Ilium (Ilium  #1),Dan Simmons,4.03,eng
1181,The Terror,Dan Simmons,4.07,eng
1182,Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons,3.75,eng
1183,Hard Freeze (Joe Kurtz  #2),Dan Simmons,3.84,eng
1184,Endymion (Hyperion Cantos  #3),Dan Simmons,4.17,eng
1185,A Winter Haunting (Seasons of Horror  #2),Dan Simmons,3.6,eng
1186,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,eng
1187,The Amazing Adventures of the Escapist: Volume 1,Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy,3.46,eng
1188,The Great House of God,Max Lucado,4.25,eng
1189,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,eng
1190,The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor,3.61,eng
1191,Nine Stories,J.D. Salinger,4.19,eng
1192,The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole,3.94,eng
1193,American Psycho,Bret Easton Ellis,3.82,eng
1194,Lunar Park,Bret Easton Ellis,3.7,eng
1195,The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,4.06,eng
1196,Godless,Pete Hautman,3.6,eng
1197,That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,3.59,eng
1198,Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore,3.99,eng
1199,Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),Elizabeth Clare Prophet,3.79,eng
1200,Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford/Deepak Chopra,4.08,eng
1201,Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,4.36,eng
1202,Man's Search for Meaning,Viktor E. Frankl/Gordon W. Allport/Ilse Lasch,4.36,eng
1203,In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,4.1,eng
1204,Search Engine Optimization for Dummies,Peter Kent,3.79,eng
1205,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,4.31,eng
1206,Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,3.96,eng
1207,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,eng
1208,Blink 182,Anne Hoppus,4.42,eng
1209,I Blink: And Other Questions About My Body,Brigid Avison,3.92,eng
1210,The Great Good Thing (The Sylvie Cycle  #1),Roderick Townley,3.9,eng
1211,The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,Ray Oldenburg,3.83,eng
1212,Built to Last: Successful Habits of Visionary Companies,James C. Collins/Jerry I. Porras,3.99,eng
1213,I Like You: Hospitality Under the Influence,Amy Sedaris,3.88,eng
1214,Children Playing Before a Statue of Hercules,David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil   Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett,3.68,eng
1215,Bringing Down The House,Ben Mezrich,3.89,eng
1216,Read for Your Life: 11 Ways to Better Yourself Through Books,Pat Williams/Peggy Matthews Rose,3.7,eng
1217,The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson,3.91,eng
1218,The Final Season: Fathers  Sons  and One Last Season in a Classic American Ballpark,Tom Stanton,4.16,eng
1219,The Cold Six Thousand (Underworld USA #2),James Ellroy,4.01,eng
1220,White Teeth,Zadie Smith,3.77,eng
1221,White Teeth,Zadie Smith,3.77,eng
1222,White Teeth,Zadie Smith,3.77,eng
1223,Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher,Hans Blumenberg,3.93,ger
1224,The Guide to Dan Brown's the Solomon Key,Greg  Taylor,2.98,eng
1225,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,eng
1226,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,eng
1227,The Illuminati,Larry Burkett,3.71,eng
1228,The Illuminati Papers,Robert Anton Wilson,3.83,eng
1229,The Da Vinci Code,Dan Brown,3.84,eng
1230,The Da Vinci Code (Robert Langdon  #2),Dan Brown/Paul Michael,3.84,eng
1231,El código Da Vinci (Robert Langdon  #2),Dan Brown/Juanjo Estrella,3.84,spa
1232,Truth and Fiction in The Da Vinci Code: A Historian Reveals What We Really Know about Jesus  Mary Magdalene & Constantine,Bart D. Ehrman,3.64,eng
1233,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,4.56,eng
1234,Housekeeping vs. the Dirt,Nick Hornby/Sarah Vowell/Jess Walter/Jennie Erdal/Joshua Ferris,3.88,eng
1235,The Polysyllabic Spree,Nick Hornby,3.73,eng
1236,Songbook,Nick Hornby,3.56,eng
1237,My Favorite Year: A Collection of Football Writing,Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson,3.68,eng
1238,Fever Pitch,Nick Hornby,3.74,eng
1239,High Fidelity,Nick Hornby,3.94,eng
1240,About a Boy,Nick Hornby,3.8,eng
1241,The Complete Polysyllabic Spree,Nick Hornby,3.59,eng
1242,Medicus (Gaius Petreius Ruso  #1),Ruth Downie,3.73,eng
1243,Middlesex Borough (Images of America: New Jersey),Middlesex Borough Heritage Committee,5.0,eng
1244,David Foster Wallace's Infinite Jest: A Reader's Guide,Stephen J. Burn,3.82,eng
1245,Scar Tissue,Anthony Kiedis,4.11,eng
1246,Monsieur Ibrahim et les fleurs du Coran,Éric-Emmanuel Schmitt,3.82,fre
1247,Zaat,Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank,3.55,ara
1248,Dreamland,Sarah Dessen,3.91,eng
1249,End Game (Dreamland  #8),Dale Brown/Jim DeFelice,4.02,eng
1250,H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),Chris  Williams/Sandy Petersen,3.97,eng
1251,Dreamland (Dreamland  #1),Dale Brown/Jim DeFelice,3.9,eng
1252,Satan's Tail (Dreamland  #7),Dale Brown/Jim DeFelice,4.0,eng
1253,The Zanzibar Chest,Aidan Hartley,4.01,eng
1254,Dispatches from the Edge: A Memoir of War  Disasters  and Survival,Anderson Cooper,3.96,eng
1255,Dispatches,Michael Herr,4.23,eng
1256,Dispatch,Bentley Little,3.62,eng
1257,Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,4.21,eng
1258,Hello! Is That Grandma?,Ian Whybrow/Deborah Allwright,3.53,eng
1259,How Much is That Guinea Pig in the Window?,Joanne Rocklin/Meredith Johnson,4.0,eng
1260,My War Gone By  I Miss It So,Anthony Loyd,4.29,eng
1261,Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,4.12,eng
1262,Maximum City: Bombay Lost and Found,Suketu Mehta,3.93,eng
1263,Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,3.96,eng
1264,When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,4.14,eng
1265,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4.35,eng
1266,Fahrenheit 451,Ray Bradbury/Christopher Hurt,3.99,eng
1267,Los funerales de la Mamá Grande,Gabriel García Márquez,3.78,spa
1268,Collected Novellas,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.0,eng
1269,The Grapes of Wrath,John Steinbeck/Robert DeMott/Mick Wiggins,3.96,eng
1270,CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek/CliffsNotes/John Steinbeck,3.81,eng
1271,The Grapes of Wrath,John Steinbeck,3.96,eng
1272,American Gods,Neil Gaiman,4.11,eng
1273,American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham,3.8,eng
1274,American Gods (American Gods  #1),Neil Gaiman,4.11,eng
1275,East of Eden,John Steinbeck,4.37,eng
1276,Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer,3.98,eng
1277,East Of Eden,John Steinbeck,4.37,eng
1278,Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber,4.18,eng
1279,The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President,Harrison Edward Livingstone,3.22,eng
1280,An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,4.07,eng
1281,Sellevision,Augusten Burroughs,3.56,eng
